Order_ID,Order_Date,Order_Status,CustomerID,Gender,Age,City,Country,Subscription Status,Category,Item_Purchased,Quantity,Purchase_Amount,Discount Applied,Shipping_Cost,Payment Method,Previous Purchases,Frequency of Purchases,Ship_Mode,Review Rating
404-0566904-4825137,4/29/2022,Shipped,,Male,43,McKinney,United States,No,Clothing,Jacket,4,629.22,No,414.24,Credit Card,24,Monthly,Express,4.6
407-4731812-0569938,4/29/2022,Shipped,,Male,64,Fremont,United States,No,Toys,Toy Car,1,420.71,No,260.44,Bank Transfer,49,Weekly,Same Day,2.9
406-3754350-1921152,4/29/2022,Shipped,,Male,67,Kismaayo,Somalia,No,Electronics,Laptop,1,212.15,No,450.19,Cash,14,Weekly,Standard,3.6
402-3349161-5685163,4/29/2022,Cancelled,,Male,63,Ibb,Yemen,No,Toys,Lego Set,1,548.91,No,190.12,Credit Card,6,Quarterly,Express,3.9
406-8311747-1761122,4/29/2022,Shipped,,Male,54,TÃ¼rkmenabat,Turkmenistan,No,Toys,Lego Set,1,376.27,No,182.04,Venmo,20,Quarterly,Same Day,2.6
406-8311747-1761122,4/29/2022,Shipped,,Male,69,Punto Fijo,Venezuela,No,Books,Comics,1,315.08,No,289,Credit Card,3,Annually,Standard,3.6
403-5754463-8115536,4/29/2022,Shipped - Delivered to Buyer,,Male,34,Porbandar,India,No,Toys,Lego Set,1,642.08,No,211.57,Credit Card,5,Monthly,Express,3.4
171-0507987-9169958,4/29/2022,Shipped,,Male,56,Visalia,United States,No,Toys,Puzzle,3,489.28,No,424.64,Cash,46,Bi-Weekly,Standard,3.5
407-2296767-2362704,4/29/2022,Shipped - Delivered to Buyer,,Male,34,Zacatecas,Mexico,No,Beauty,Face Wash,1,521.34,No,146.89,Debit Card,8,Monthly,Same Day,3.1
407-7616127-7811558,4/29/2022,Shipped - Delivered to Buyer,,Male,58,Santa Ana,El Salvador,No,Electronics,Laptop,2,273.18,No,52.06,Cash,13,Bi-Weekly,Standard,4.3
406-8985324-3832360,4/29/2022,Cancelled,,Male,44,Santa Ana de Yacuma,Bolivia,No,Home & Kitchen,Knife Set,1,214.65,No,415.04,Bank Transfer,25,Quarterly,Standard,5
408-5610675-3253169,4/29/2022,Cancelled,,Male,25,Singaraja,Indonesia,No,Home & Kitchen,Cookware Set,4,366.33,No,406.92,Debit Card,39,Fortnightly,Express,4.9
408-3787326-0340363,4/29/2022,Shipped - Delivered to Buyer,,Male,27,Nizhnekamsk,Russia,No,Clothing,Jeans,2,568.81,No,150.6,Bank Transfer,15,Bi-Weekly,Express,4.3
402-7084917-5921944,4/29/2022,Shipped,,Male,26,York,United States,No,Sports,Basketball,1,340.52,No,59.34,Cash,35,Monthly,Same Day,4.4
171-3236297-4706714,4/29/2022,Shipped,,Male,18,ZÄbol,Iran,No,Beauty,Lipstick,2,668.38,No,108.74,Cash,46,Bi-Weekly,Same Day,4.4
405-8285160-0214747,4/29/2022,Shipped,,Male,64,Rancagua,Chile,No,Toys,Lego Set,1,624.75,No,418.89,PayPal,3,Monthly,Express,3.5
171-5779109-0905928,4/29/2022,Shipped,,Male,62,Clermont-Ferrand,France,No,Clothing,Sweater,1,567.63,No,50.32,Credit Card,48,Weekly,Same Day,3.4
404-9908917-6100303,4/29/2022,Shipped,,Male,59,Kennewick,United States,No,Beauty,Moisturizer,1,469.57,No,391,Bank Transfer,27,Weekly,Standard,2.5
403-5316845-2464355,4/29/2022,Shipped,,Male,36,Kremenchuk,Ukraine,No,Books,Notebook,1,368.68,No,318.88,Credit Card,5,Weekly,Express,3.4
171-9339107-1384320,4/29/2022,Shipped,,Male,69,Maradi,Niger,No,Beauty,Face Wash,1,491.45,No,86.76,Debit Card,48,Quarterly,Same Day,2.6
403-2000337-2867531,4/29/2022,Shipped,,Male,39,PloieÅŸti,Romania,No,Clothing,Jacket,1,456.77,No,310.84,Venmo,12,Weekly,Standard,4.6
408-0812844-7818700,4/29/2022,Cancelled,,Male,28,Nakhon Si Thammarat,Thailand,No,Beauty,Face Wash,2,677.27,No,329.75,PayPal,10,Fortnightly,Standard,3.7
405-1228188-5297938,4/29/2022,Shipped - Delivered to Buyer,,Male,42,Heá¹­auá¸Ä,Nepal,No,Electronics,Headphones,3,544.29,No,487.11,Debit Card,48,Bi-Weekly,Standard,2.5
403-4613170-0301124,4/29/2022,Shipped - Delivered to Buyer,,Male,31,Evansville,United States,No,Toys,Puzzle,2,547.22,No,112.79,Debit Card,3,Monthly,Standard,4.5
408-7670329-4101905,4/29/2022,Shipped,,Male,57,Saidpur,Bangladesh,No,Sports,Cricket Bat,1,300.75,No,337.37,Venmo,19,Monthly,Same Day,2.9
407-6547633-6630756,4/29/2022,Shipped - Delivered to Buyer,,Male,53,Paradise,United States,No,Books,Notebook,1,664.61,No,467.21,Debit Card,11,Fortnightly,Same Day,2.9
404-4264985-1077926,4/29/2022,Shipped - Delivered to Buyer,,Male,59,Al FallÅ«jah,Iraq,No,Electronics,Laptop,1,230.49,No,249.6,Venmo,25,Monthly,Express,3.5
403-4811184-0352310,4/29/2022,Shipped,,Male,32,Xiulin,China,No,Home & Kitchen,Vacuum Cleaner,1,531.13,No,289.81,PayPal,42,Weekly,Express,4.2
407-5235526-1156364,4/29/2022,Shipped,,Male,65,NgaoundÃ©rÃ©,Cameroon,No,Home & Kitchen,Vacuum Cleaner,1,414.77,No,402.87,Cash,34,Quarterly,Express,3.3
171-7790064-8858769,4/29/2022,Cancelled,,Male,56,Debrecen,Hungary,No,Clothing,Jeans,23,255.69,No,358.1,Cash,50,Quarterly,Same Day,3.9
407-5345803-9442754,4/29/2022,Shipped,,Male,31,OsnabrÃ¼ck,Germany,No,Clothing,Jacket,1,440.01,No,495.64,Venmo,21,Monthly,Same Day,5
405-6818033-1991535,4/29/2022,Shipped,,Male,59,Nashua,United States,No,Home & Kitchen,Blender,3,351.5,No,339.61,Bank Transfer,37,Weekly,Standard,3.3
405-1634643-8548362,4/29/2022,Shipped,,Male,22,North Hempstead,United States,No,Clothing,Jacket,1,282.55,No,490.66,Cash,46,Monthly,Express,4.2
402-7259648-3589130,4/29/2022,Shipped,,Male,47,Syktyvkar,Russia,No,Toys,Toy Car,1,361.32,No,342.16,Bank Transfer,14,Fortnightly,Same Day,4.9
403-5512860-6474709,4/29/2022,Shipped,,Male,23,Zhangye,China,No,Toys,Toy Car,7,455.65,No,156.66,PayPal,24,Fortnightly,Standard,4.6
405-6895105-7613137,4/29/2022,Shipped - Delivered to Buyer,,Male,69,IlhÃ©us,Brazil,No,Clothing,Sweater,2,214.37,No,437.51,Credit Card,36,Every 3 Months,Same Day,4.8
408-1934381-2130729,4/29/2022,Shipped,,Male,18,SantarÃ©m,Brazil,No,Electronics,Camera,1,345.14,No,331.65,Debit Card,19,Bi-Weekly,Same Day,2.7
407-1902120-0283541,4/29/2022,Shipped,,Male,50,Zinder,Niger,No,Clothing,Jacket,2,647.34,No,201.39,Credit Card,12,Monthly,Standard,4.3
407-5211445-5675517,4/29/2022,Shipped,,Male,29,Nukus,Uzbekistan,No,Sports,Football,1,241.41,No,132.31,Debit Card,13,Quarterly,Express,3.8
405-1067372-8959545,4/29/2022,Shipped,,Male,65,Magdeburg,Germany,No,Books,Biography,2,669.59,No,129.61,Debit Card,32,Bi-Weekly,Same Day,4.9
408-6691828-6678718,4/29/2022,Shipped,,Male,29,Tlemcen,Algeria,No,Toys,Doll,1,338.81,No,327.65,Credit Card,5,Bi-Weekly,Same Day,3.4
404-1999660-0618712,4/29/2022,Cancelled,,Male,49,Noginsk,Russia,No,Home & Kitchen,Vacuum Cleaner,1,352.35,No,57.15,Cash,29,Annually,Standard,3.6
402-8349092-6394739,4/29/2022,Shipped,,Male,28,Noginsk,Russia,No,Books,Novel,2,591.14,No,292.78,Credit Card,40,Fortnightly,Standard,3.4
403-0061579-9272319,4/29/2022,Shipped - Delivered to Buyer,,Male,51,Arlington,United States,No,Beauty,Face Wash,4,464.31,No,87.16,Cash,44,Weekly,Express,4.7
405-9935541-7117167,4/29/2022,Shipped,,Male,26,Nawabshah,Pakistan,No,Electronics,Headphones,6,294.05,No,149.94,Debit Card,3,Bi-Weekly,Standard,3
407-7282648-6869936,4/29/2022,Shipped,,Male,38,Bharatpur,India,No,Home & Kitchen,Blender,5,332.08,No,351.65,PayPal,35,Bi-Weekly,Same Day,3.4
407-4176572-5277916,4/29/2022,Shipped,,Male,35,Uitenhage,South Africa,No,Clothing,Sweater,2,610.94,No,382.17,Debit Card,33,Monthly,Standard,4.6
407-4176572-5277916,4/29/2022,Shipped,,Male,34,Beipiao,China,No,Books,Comics,1,499.69,No,232.81,PayPal,20,Bi-Weekly,Standard,3.1
407-4176572-5277916,4/29/2022,Shipped,,Male,51,Errachidia,Morocco,No,Electronics,Smartphone,8,460.56,No,96.57,Cash,40,Every 3 Months,Standard,2.8
404-1035134-0857126,4/29/2022,Shipped,,Male,47,Petropavl,Kazakhstan,No,Toys,Puzzle,2,292.61,No,379.74,Venmo,13,Annually,Same Day,3.5
403-5947655-7277166,4/29/2022,Shipped - Delivered to Buyer,,Male,18,Miri,Malaysia,No,Toys,Toy Car,1,573,No,137.61,PayPal,9,Monthly,Same Day,4.6
171-4011986-9891506,4/29/2022,Cancelled,,Male,64,Brownsville,United States,No,Sports,Basketball,1,624.68,No,343.48,Cash,7,Annually,Same Day,4.3
408-2553476-6332307,4/29/2022,Shipped,,Male,30,Iquique,Chile,No,Books,Comics,1,305,No,410.14,PayPal,42,Quarterly,Express,4.8
171-7872471-1810740,4/29/2022,Cancelled,,Male,59,Hyesan,"Korea, North",No,Home & Kitchen,Cookware Set,4,226.92,No,117.37,Credit Card,44,Fortnightly,Express,2.9
407-8589731-5668353,4/29/2022,Shipped,,Male,66,Puducherry,India,No,Books,Biography,4,226.81,No,102.37,PayPal,6,Annually,Express,3
408-0002979-1571575,4/29/2022,Shipped,,Male,40,Quillacollo,Bolivia,No,Beauty,Moisturizer,4,533.98,No,439.92,Cash,8,Every 3 Months,Express,2.9
405-0152945-9281141,4/29/2022,Shipped,,Male,25,Staryy Oskol,Russia,No,Electronics,Headphones,1,581.69,No,353.91,PayPal,10,Weekly,Standard,3.7
406-0697593-2068306,4/29/2022,Shipped,,Male,59,Liaocheng,China,No,Electronics,Headphones,1,412.65,No,173.58,Venmo,46,Quarterly,Express,4.7
403-5895665-4925103,4/29/2022,Shipped,,Male,66,Gusau,Nigeria,No,Sports,Football,2,575.68,No,122.08,Cash,26,Weekly,Express,3.5
403-3361011-2239566,4/29/2022,Cancelled,,Male,54,Tanjungpinang,Indonesia,No,Sports,Basketball,2,238.74,No,72.47,Debit Card,6,Every 3 Months,Same Day,2.7
171-6613656-4245918,4/29/2022,Shipped - Delivered to Buyer,,Male,42,Chon Buri,Thailand,No,Toys,Toy Car,12,385.13,No,325.38,Credit Card,47,Every 3 Months,Same Day,5
171-4052596-9782704,4/29/2022,Shipped,,Male,48,Chuncheon,"Korea, South",No,Home & Kitchen,Blender,1,356.51,No,396.61,Venmo,28,Annually,Express,4.1
403-9078967-3981110,4/29/2022,Shipped,,Male,34,Monywa,Burma,No,Clothing,Jeans,2,306.27,No,366.82,Bank Transfer,23,Annually,Express,2.7
402-3929605-6878702,4/29/2022,Shipped,,Male,19,SabzevÄr,Iran,No,Clothing,Jeans,1,337.59,No,278.51,Cash,45,Fortnightly,Express,4.8
405-0043813-7485114,4/29/2022,Shipped,,Male,70,Groznyy,Russia,No,Books,Comics,2,238.62,No,448.09,PayPal,44,Every 3 Months,Same Day,4.3
402-9278224-1406767,4/29/2022,Shipped,,Male,43,Kolpino,Russia,No,Toys,Lego Set,1,516.12,No,346.53,Bank Transfer,11,Monthly,Same Day,4.5
402-7165661-7521950,4/29/2022,Shipped - Delivered to Buyer,,Male,46,Sikasso,Mali,No,Beauty,Face Wash,1,318.28,No,168.64,Debit Card,39,Bi-Weekly,Same Day,3.8
407-5702404-1237153,4/29/2022,Shipped,,Male,66,Mubi,Nigeria,No,Electronics,Smartphone,1,320.16,No,332.88,PayPal,20,Every 3 Months,Same Day,3.7
402-2178983-9666728,4/29/2022,Shipped,,Male,50,Novi Sad,Serbia,No,Home & Kitchen,Vacuum Cleaner,1,486.23,No,460.05,PayPal,48,Fortnightly,Express,3.9
408-1262593-3468327,4/29/2022,Shipped,,Male,55,Juazeiro do Norte,Brazil,No,Home & Kitchen,Cookware Set,1,534.87,No,162.74,Credit Card,46,Quarterly,Standard,3.3
407-7973575-0154729,4/29/2022,Shipped - Delivered to Buyer,,Male,63,Nyanza,Rwanda,No,Electronics,Laptop,2,279.07,No,71.1,PayPal,22,Monthly,Express,3.4
408-8747074-3173921,4/29/2022,Shipped - Returned to Seller,,Male,32,Skikda,Algeria,No,Electronics,Laptop,2,448.07,No,164.25,Cash,45,Annually,Same Day,3.8
405-3238457-8916365,4/29/2022,Shipped,,Male,30,KarnÄl,India,No,Clothing,Jacket,1,358.66,No,118.85,Cash,49,Every 3 Months,Same Day,2.7
405-4044672-8392353,4/29/2022,Cancelled,,Male,35,Báº¡c LiÃªu,Vietnam,No,Toys,Puzzle,5,433.88,No,87.19,Credit Card,9,Every 3 Months,Same Day,2.9
402-7194188-9157908,4/29/2022,Shipped,,Male,59,MinamiÅzuma,Japan,No,Home & Kitchen,Blender,5,524.33,No,330.95,Credit Card,41,Quarterly,Same Day,4.5
407-7003976-1631535,4/29/2022,Shipped,,Male,59,Tanga,Tanzania,No,Toys,Doll,4,616.78,No,231.21,PayPal,2,Monthly,Same Day,2.6
407-5425288-7554717,4/29/2022,Shipped,,Male,54,Cidade de Nacala,Mozambique,No,Sports,Basketball,1,363.98,No,168.76,PayPal,39,Bi-Weekly,Same Day,3.1
171-7059341-6105923,4/29/2022,Shipped - Delivered to Buyer,,Male,63,Vitoria-Gasteiz,Spain,No,Electronics,Smartphone,1,662.11,No,224.08,PayPal,12,Quarterly,Express,4.7
405-3223184-3071523,4/29/2022,Shipped,,Male,43,NÄgercoil,India,No,Clothing,Jacket,1,641.45,No,185.22,PayPal,26,Every 3 Months,Standard,4.6
406-1415992-3059531,4/29/2022,Shipped,,Male,33,Haeju,"Korea, North",No,Books,Comics,1,250.81,No,277.76,Bank Transfer,32,Bi-Weekly,Same Day,2.7
406-1334469-6185165,4/29/2022,Shipped,,Male,57,AdÄ±yaman,Turkey,No,Beauty,Perfume,1,541.92,No,364.15,Cash,50,Bi-Weekly,Express,4.6
408-4533890-9124319,4/29/2022,Shipped,,Male,25,Okara,Pakistan,No,Toys,Puzzle,2,382.16,No,445.01,PayPal,3,Fortnightly,Same Day,4.8
406-4796865-4449149,4/29/2022,Shipped,,Male,26,NÄrÄyanganj,Bangladesh,No,Sports,Tennis Racket,2,636.44,No,367.67,Venmo,3,Quarterly,Same Day,4.2
407-6742558-5561911,4/29/2022,Shipped,,Male,50,Colima,Mexico,No,Books,Comics,2,379.26,No,143.64,Cash,37,Monthly,Standard,4.9
405-5920313-7117140,4/29/2022,Shipped - Delivered to Buyer,,Male,70,Appleton,United States,No,Books,Biography,1,671.43,No,499.54,Credit Card,20,Fortnightly,Express,4.9
402-1836552-8085957,4/29/2022,Shipped - Delivered to Buyer,,Male,68,Hancheng,China,No,Toys,Lego Set,1,631.46,No,51.68,Cash,26,Bi-Weekly,Standard,4.5
404-8438791-6591543,4/29/2022,Cancelled,,Male,39,â€˜Arâ€˜ar,Saudi Arabia,No,Toys,Doll,1,430.47,No,109.16,Cash,47,Quarterly,Same Day,2.7
171-1570173-8349100,4/29/2022,Shipped,,Male,46,Itabuna,Brazil,No,Electronics,Headphones,2,621.62,No,376.84,Credit Card,7,Every 3 Months,Express,3.1
402-0704464-1297103,4/29/2022,Cancelled,,Male,57,Banja Luka,Bosnia And Herzegovina,No,Clothing,T-Shirt,3,508.95,No,242.47,Credit Card,40,Annually,Same Day,3.3
402-7189994-3784320,4/29/2022,Shipped,,Male,47,GuÃ©ckÃ©dou,Guinea,No,Books,Biography,1,387.72,No,463.91,Debit Card,45,Quarterly,Standard,2.6
403-7867771-2108310,4/29/2022,Shipped,,Male,40,NeyshÄbÅ«r,Iran,No,Beauty,Perfume,1,473.34,No,319.29,PayPal,20,Fortnightly,Standard,4.4
408-9091347-4153133,4/29/2022,Shipped,,Male,52,Ä€mol,Iran,No,Beauty,Moisturizer,2,669.76,No,358.78,Credit Card,11,Weekly,Express,3.9
406-4850135-8030762,4/29/2022,Shipped,,Male,40,Tapachula,Mexico,No,Clothing,T-Shirt,1,246.25,No,343.16,Debit Card,50,Monthly,Express,4.6
408-1079404-9805951,4/29/2022,Shipped,,Male,67,Formosa,Argentina,No,Home & Kitchen,Blender,1,315.88,No,493.82,Debit Card,25,Quarterly,Same Day,4.9
405-7157063-8813941,4/29/2022,Shipped,,Male,67,Gulfport,United States,No,Clothing,Jacket,1,344.04,No,79.67,Credit Card,5,Fortnightly,Standard,3.7
408-7814857-4169143,4/29/2022,Shipped,,Male,37,Shakhty,Russia,No,Home & Kitchen,Vacuum Cleaner,5,661.93,No,254.93,Venmo,4,Annually,Standard,3.7
405-7737113-0917101,4/29/2022,Shipped,,Male,67,Blagoveshchensk,Russia,No,Electronics,Camera,1,268.08,No,98.3,Credit Card,25,Weekly,Standard,4.2
408-7304860-0333966,4/29/2022,Shipped,,Male,64,CÃ³rdoba,Mexico,No,Books,Comics,1,356.47,No,271.59,Bank Transfer,11,Fortnightly,Express,3.5
402-3686381-1031564,4/29/2022,Shipped,,Male,28,Babruysk,Belarus,No,Clothing,Jacket,1,689.95,No,102.05,Credit Card,4,Bi-Weekly,Standard,2.9
405-8333526-2323538,4/29/2022,Cancelled,,Male,54,Cabanatuan City,Philippines,No,Sports,Football,1,603.62,No,183.67,Venmo,1,Monthly,Standard,3.4
405-7734086-8665151,4/29/2022,Cancelled,,Male,54,Polokwane,South Africa,No,Sports,Cricket Bat,1,375.16,No,217.34,PayPal,48,Every 3 Months,Express,3.3
406-8149939-2130752,4/29/2022,Cancelled,12472,Male,24,Lhasa,China,No,Home & Kitchen,Vacuum Cleaner,-4,681.16,No,50.34,Venmo,9,Every 3 Months,Same Day,4.5
405-7559599-6046747,4/29/2022,Shipped,12472,Male,27,Tanjore,India,No,Books,Notebook,-5,382.13,No,498.98,PayPal,2,Fortnightly,Standard,4.6
408-0075632-0706754,4/29/2022,Shipped,12472,Male,53,GabÃ¨s,Tunisia,No,Electronics,Camera,-1,489.48,No,173.83,Cash,4,Quarterly,Same Day,2.9
402-8184850-5327561,4/29/2022,Shipped,12472,Male,32,BaghlÄn,Afghanistan,No,Books,Novel,-7,354.02,No,133.51,PayPal,43,Fortnightly,Standard,3.2
404-7345899-9122769,4/29/2022,Shipped,12472,Male,24,Thousand Oaks,United States,No,Beauty,Lipstick,-1,498.47,No,324.93,Bank Transfer,32,Annually,Express,2.6
404-1779944-8102705,4/29/2022,Shipped - Delivered to Buyer,12472,Male,45,Velikiy Novgorod,Russia,No,Electronics,Laptop,-2,319.15,No,83.83,Cash,1,Quarterly,Same Day,3.8
404-1779944-8102705,4/29/2022,Shipped - Delivered to Buyer,12472,Male,49,Wuhai,China,No,Sports,Football,-1,528.87,No,154.86,Debit Card,38,Fortnightly,Same Day,2.8
404-1779944-8102705,4/29/2022,Shipped - Delivered to Buyer,12472,Male,51,Bertoua,Cameroon,No,Clothing,T-Shirt,-2,546.81,No,196.8,PayPal,25,Fortnightly,Same Day,4.4
404-2445799-8153131,4/29/2022,Shipped - Delivered to Buyer,12472,Male,69,Imperatriz,Brazil,No,Electronics,Laptop,-6,410.37,No,90.62,PayPal,42,Quarterly,Express,4.7
405-6294317-9120310,4/29/2022,Shipped,12472,Male,41,Potsdam,Germany,No,Beauty,Lipstick,-1,552.66,No,316.07,PayPal,32,Monthly,Same Day,2.7
405-6294317-9120310,4/29/2022,Shipped,12472,Male,59,San Pedro de MacorÃ­s,Dominican Republic,No,Electronics,Laptop,-2,327.78,No,426.29,Debit Card,21,Quarterly,Standard,2.6
404-5140273-8933937,4/29/2022,Shipped,12472,Male,26,MallawÄ«,Egypt,No,Electronics,Headphones,-3,261.37,No,105.22,PayPal,26,Fortnightly,Express,3.4
403-5047171-5946703,4/29/2022,Shipped,12472,Male,23,Sibolga,Indonesia,No,Toys,Toy Car,-1,276.8,No,425.61,Credit Card,6,Fortnightly,Standard,3.9
403-5047171-5946703,4/29/2022,Shipped,12472,Male,62,OrlÃ©ans,France,No,Beauty,Face Wash,-4,358.42,No,479.39,Venmo,14,Quarterly,Express,3.4
408-9810936-9735516,4/29/2022,Shipped,,Male,69,Denov,Uzbekistan,No,Beauty,Face Wash,1,549.16,No,173.36,Cash,4,Quarterly,Standard,3.4
171-9673855-2321133,4/29/2022,Shipped,,Male,46,Avondale,United States,No,Clothing,Jacket,1,519.98,No,92.7,Bank Transfer,26,Weekly,Same Day,3.9
171-9673855-2321133,4/29/2022,Shipped,17346,Male,35,San Bernardino,United States,No,Books,Novel,1,476.08,No,492.46,PayPal,39,Bi-Weekly,Standard,4
404-0333009-4637953,4/29/2022,Shipped,17346,Male,32,Gilgit,Pakistan,No,Beauty,Face Wash,2,524.41,No,499.85,PayPal,15,Annually,Express,3.4
402-2809102-1025143,4/29/2022,Shipped,17346,Male,46,Rybinsk,Russia,No,Electronics,Headphones,6,621.16,No,395.06,Venmo,1,Every 3 Months,Standard,3.7
407-8278311-0556310,4/29/2022,Shipped,17346,Male,33,Groningen,Netherlands,No,Clothing,T-Shirt,1,306.66,No,61.14,Venmo,28,Monthly,Standard,4.9
403-3174804-7240347,4/29/2022,Cancelled,17346,Male,32,Bremerton,United States,No,Sports,Cricket Bat,3,374.43,No,375.44,Cash,17,Weekly,Standard,5
408-5229747-9249144,4/29/2022,Shipped - Delivered to Buyer,17346,Male,33,Roanoke,United States,No,Home & Kitchen,Cookware Set,2,450,No,216.9,Credit Card,24,Weekly,Same Day,2.9
405-5685412-1543569,4/29/2022,Shipped,17346,Male,67,Trieste,Italy,No,Electronics,Laptop,2,680.82,No,301.11,Debit Card,29,Quarterly,Standard,3
402-3947445-0289100,4/29/2022,Shipped,17346,Male,67,Kielce,Poland,No,Books,Novel,1,387.84,No,369.91,Cash,18,Every 3 Months,Standard,3.3
402-8796273-3245106,4/29/2022,Cancelled,17346,Male,42,Mulhouse,France,No,Home & Kitchen,Cookware Set,3,515.54,No,342.76,Debit Card,10,Bi-Weekly,Standard,4.7
171-1909591-0944310,4/29/2022,Shipped - Delivered to Buyer,17346,Male,20,Biysk,Russia,No,Home & Kitchen,Knife Set,1,386.17,No,448.56,Cash,19,Quarterly,Same Day,3.4
407-2234401-7446716,4/29/2022,Shipped,17346,Male,39,Hickory,United States,No,Home & Kitchen,Cookware Set,1,404.03,No,382.29,Debit Card,26,Monthly,Standard,4.6
407-2234401-7446716,4/29/2022,Shipped,17346,Male,26,Owerri,Nigeria,No,Clothing,T-Shirt,2,429.52,No,295.21,Cash,25,Bi-Weekly,Standard,3.6
171-9309960-1917956,4/29/2022,Shipped,17346,Male,51,Zamora,Mexico,No,Electronics,Laptop,2,330.16,No,158.77,Debit Card,2,Fortnightly,Same Day,2.6
171-9309960-1917956,4/29/2022,Shipped,17346,Male,31,Navoiy,Uzbekistan,No,Books,Notebook,1,670.92,No,101.54,PayPal,19,Every 3 Months,Same Day,2.7
406-4327460-9905137,4/29/2022,Shipped,17346,Male,68,Split,Croatia,No,Clothing,T-Shirt,1,567.49,No,122.95,Cash,32,Quarterly,Standard,3.1
406-4643064-2945138,4/29/2022,Shipped,17346,Male,44,Kalamazoo,United States,No,Toys,Puzzle,2,241.11,No,208.34,Cash,13,Bi-Weekly,Standard,3.2
403-8755155-3715542,4/29/2022,Shipped,17346,Male,18,Oradea,Romania,No,Sports,Cricket Bat,1,476.12,No,286.23,PayPal,30,Fortnightly,Standard,3.4
171-8195821-2769955,4/29/2022,Shipped,17346,Male,58,Lutsâ€™k,Ukraine,No,Sports,Football,1,468.14,No,464.63,Credit Card,2,Annually,Standard,4.4
408-0944592-0213947,4/29/2022,Shipped,17346,Male,26,Portoviejo,Ecuador,No,Books,Comics,2,308.07,No,99.7,PayPal,8,Quarterly,Same Day,3.2
402-1249621-8158717,4/29/2022,Shipped,17346,Male,57,Bergen,Norway,No,Electronics,Camera,2,324.29,No,432.16,PayPal,27,Every 3 Months,Express,2.5
171-3690652-9264323,4/29/2022,Shipped,17346,Male,37,BrÄƒila,Romania,No,Electronics,Laptop,2,253.55,No,413.57,Venmo,26,Bi-Weekly,Express,3.8
407-5465680-5166728,4/29/2022,Shipped,17346,Male,24,Tacoma,United States,No,Sports,Cricket Bat,4,349.82,No,431,Debit Card,3,Bi-Weekly,Standard,4.4
404-3277432-6723553,4/29/2022,Shipped,17346,Male,57,Nanping,China,No,Beauty,Perfume,1,322.81,No,350.15,Bank Transfer,4,Monthly,Same Day,3.7
403-9918500-6651534,4/29/2022,Shipped,17346,Male,48,Machala,Ecuador,No,Sports,Football,6,347.44,No,161.9,Cash,5,Fortnightly,Standard,3.2
405-5634704-9072316,4/29/2022,Shipped,17346,Male,39,Limbe,Cameroon,No,Toys,Doll,12,271.51,No,381.29,Debit Card,25,Quarterly,Same Day,4.9
406-4595057-9725933,4/29/2022,Shipped,17346,Male,51,MarÃ­lia,Brazil,No,Books,Notebook,12,362.81,No,342.19,PayPal,47,Bi-Weekly,Standard,3.9
408-8282046-8035528,4/29/2022,Shipped,17346,Male,57,Fontana,United States,No,Home & Kitchen,Knife Set,1,382.35,No,226.36,Credit Card,8,Fortnightly,Same Day,4.5
402-3672454-0738756,4/29/2022,Shipped,17346,Male,53,KÄ±rÄ±kkale,Turkey,No,Toys,Doll,4,534.65,No,330.68,Debit Card,20,Fortnightly,Express,3.4
405-1547266-2754769,4/29/2022,Shipped,17346,Male,70,AbhÄ,Saudi Arabia,No,Sports,Basketball,1,215.45,No,156,Bank Transfer,42,Every 3 Months,Standard,4.1
404-5169046-5093164,4/29/2022,Shipped,17346,Male,60,San-PÃ©dro,CÃ´te Dâ€™Ivoire,No,Beauty,Perfume,1,334.04,No,177.51,Bank Transfer,20,Weekly,Express,4.5
171-5975931-2581955,4/29/2022,Shipped - Delivered to Buyer,17346,Male,31,Toamasina,Madagascar,No,Books,Biography,1,632.41,No,400.19,Cash,23,Fortnightly,Standard,4.7
171-6071448-5965141,4/29/2022,Shipped - Delivered to Buyer,17346,Male,41,PÄli,India,No,Sports,Basketball,1,300.72,No,81.64,Cash,26,Quarterly,Same Day,4.8
407-0518920-8029111,4/29/2022,Shipped,17346,Male,62,ThÃ¡i BÃ¬nh,Vietnam,No,Sports,Basketball,1,270.94,No,281.46,Venmo,48,Quarterly,Same Day,4.4
407-0518920-8029111,4/29/2022,Shipped,17346,Male,59,Oral,Kazakhstan,No,Electronics,Camera,3,262.19,No,476.72,Cash,16,Bi-Weekly,Standard,4
407-0518920-8029111,4/29/2022,Shipped,17346,Male,46,Presidente Prudente,Brazil,No,Sports,Basketball,1,530.53,No,461.03,Cash,28,Bi-Weekly,Standard,4.1
402-4898958-1219567,4/29/2022,Shipped,,Male,62,Sanming,China,No,Books,Notebook,1,663.2,No,220.48,PayPal,39,Weekly,Standard,3.7
408-8271781-7285964,4/29/2022,Shipped,,Male,42,Rennes,France,No,Home & Kitchen,Vacuum Cleaner,3,211.94,No,106.48,Debit Card,43,Fortnightly,Standard,3
403-4865362-5981957,4/29/2022,Cancelled,,Male,37,Ijebu-Ode,Nigeria,No,Beauty,Perfume,23,393.48,No,269.92,Bank Transfer,45,Every 3 Months,Standard,3.6
408-2942223-3018726,4/29/2022,Cancelled,,Male,50,Tema,Ghana,No,Home & Kitchen,Knife Set,1,219.09,No,466.62,Credit Card,50,Every 3 Months,Express,4.8
